event_name,bib_number,age,gender,finish_time,pace
Western States 100,28,20,M,939.6,9.37724550898204
Western States 100,11,36,M,976.133333333333,9.7418496340652
Western States 100,122,44,M,990.666666666667,9.88689288090486
Western States 100,M5,36,M,999.916666666667,9.97920825016633
Western States 100,15,38,M,1013.33333333333,10.1131071190951
Western States 100,M7,35,M,1015.18333333333,10.1315701929474
Western States 100,32,30,M,1021.78333333333,10.1974384564205
Western States 100,41,29,M,1025.01666666667,10.2297072521623
Western States 100,18,36,M,1027.95,10.2589820359281
Western States 100,22,43,M,1032.5,10.3043912175649
Western States 100,24,30,M,1036,10.3393213572854
Western States 100,13,44,M,1049.86666666667,10.4777112441783
Western States 100,53,32,M,1055.45,10.5334331337325
Western States 100,F2,29,F,1077.98333333333,10.7583166999335
Western States 100,128,37,M,1080.15,10.7799401197605
Western States 100,M9,40,M,1085.61666666667,10.834497671324
Western States 100,M10,42,M,1109.18333333333,11.0696939454424
Western States 100,74,42,M,1117.16666666667,11.1493679308051
Western States 100,315,31,M,1125.11666666667,11.2287092481703
Western States 100,16,26,M,1125.6,11.2335329341317
Western States 100,25,42,F,1134.73333333333,11.3246839654025
Western States 100,20,25,M,1142.35,11.4006986027944
Western States 100,272,40,M,1144.36666666667,11.4208250166334
Western States 100,21,34,F,1150.13333333333,11.478376580173
Western States 100,78,33,M,1153.61666666667,11.5131403858949
Western States 100,138,34,M,1161.05,11.5873253493014
Western States 100,176,44,M,1167.85,11.6551896207585
Western States 100,358,33,M,1185.85,11.8348303393214
Western States 100,225,28,M,1195.73333333333,11.9334664005323
Western States 100,330,25,M,1198.56666666667,11.9617431803061
Western States 100,165,47,M,1201.98333333333,11.9958416500333
Western States 100,229,37,M,1206.25,12.0384231536926
Western States 100,M8,27,M,1206.91666666667,12.0450765136394
Western States 100,44,38,M,1211.5,12.0908183632735
Western States 100,34,26,F,1211.65,12.0923153692615
Western States 100,26,30,M,1218.63333333333,12.1620093147039
Western States 100,109,40,M,1223.3,12.2085828343313
Western States 100,88,50,M,1226.95,12.2450099800399
Western States 100,40,31,F,1227.18333333333,12.2473386560213
Western States 100,55,55,F,1230.18333333333,12.2772787757818
Western States 100,283,38,M,1230.7,12.2824351297405
Western States 100,292,31,M,1233.11666666667,12.3065535595476
Western States 100,29,37,F,1240.7,12.3822355289421
Western States 100,256,34,M,1249.8,12.4730538922156
Western States 100,31,35,F,1250.11666666667,12.4762142381903
Western States 100,166,39,M,1250.61666666667,12.4812042581504
Western States 100,33,33,F,1254.9,12.5239520958084
Western States 100,311,45,M,1255.66666666667,12.5316034597472
Western States 100,209,38,M,1267.26666666667,12.647371922821
Western States 100,F9,34,F,1267.66666666667,12.6513639387891
Western States 100,144,41,M,1270.88333333333,12.6834664005323
Western States 100,268,39,M,1282.48333333333,12.7992348636061
Western States 100,92,29,M,1286.25,12.8368263473054
Western States 100,104,40,M,1290.6,12.8802395209581
Western States 100,333,53,M,1301.56666666667,12.9896872920825
Western States 100,F7,37,F,1311.43333333333,13.0881570192947
Western States 100,230,38,M,1317.9,13.1526946107784
Western States 100,F8,41,F,1326.85,13.2420159680639
Western States 100,159,40,M,1335.3,13.3263473053892
Western States 100,362,29,M,1335.65,13.3298403193613
Western States 100,37,31,F,1336.06666666667,13.333998669328
Western States 100,300,43,F,1342.11666666667,13.394377910845
Western States 100,297,37,M,1348.41666666667,13.457252162342
Western States 100,193,37,M,1351.51666666667,13.4881902860945
Western States 100,249,45,M,1351.83333333333,13.4913506320692
Western States 100,79,36,M,1352.91666666667,13.5021623419827
Western States 100,239,34,M,1353.95,13.5124750499002
Western States 100,386,43,M,1355.76666666667,13.5306054557552
Western States 100,161,45,M,1358.43333333333,13.5572188955422
Western States 100,99,52,M,1368.48333333333,13.6575182967399
Western States 100,233,36,M,1369.43333333333,13.666999334664
Western States 100,181,42,M,1369.81666666667,13.6708250166334
Western States 100,133,40,M,1370.91666666667,13.6818030605456
Western States 100,234,55,M,1375.03333333333,13.7228875582169
Western States 100,237,30,M,1394.33333333333,13.915502328676
Western States 100,343,37,M,1395.08333333333,13.9229873586161
Western States 100,303,34,M,1397.43333333333,13.9464404524285
Western States 100,262,44,M,1399.28333333333,13.9649035262808
Western States 100,94,44,M,1401.7,13.9890219560878
Western States 100,188,51,F,1402.81666666667,14.0001663339987
Western States 100,216,43,F,1403.45,14.0064870259481
Western States 100,259,34,M,1405.66666666667,14.0286094477711
Western States 100,82,36,M,1406.65,14.0384231536926
Western States 100,206,51,M,1409.73333333333,14.0691949434464
Western States 100,266,33,M,1411.06666666667,14.08250166334
Western States 100,200,49,M,1413.68333333333,14.1086161011311
Western States 100,336,37,M,1414.08333333333,14.1126081170991
Western States 100,350,33,M,1414.18333333333,14.1136061210912
Western States 100,282,53,M,1414.66666666667,14.1184298070526
Western States 100,314,46,M,1416.08333333333,14.1325681969395
Western States 100,203,47,M,1418.28333333333,14.1545242847638
Western States 100,192,48,M,1419.25,14.1641716566866
Western States 100,180,52,M,1421.5,14.186626746507
Western States 100,355,40,M,1423.31666666667,14.2047571523619
Western States 100,170,47,M,1423.66666666667,14.208250166334
Western States 100,365,44,M,1424.18333333333,14.2134065202927
Western States 100,108,40,M,1424.66666666667,14.2182302062542
Western States 100,246,47,F,1424.75,14.2190618762475
Western States 100,42,42,M,1426.48333333333,14.2363606121091
Western States 100,156,35,M,1428.63333333333,14.2578176979375
Western States 100,141,46,F,1430.51666666667,14.2766134397871
Western States 100,255,53,M,1432.9,14.3003992015968
Western States 100,113,43,M,NA,NA
Western States 100,163,38,M,NA,NA
Western States 100,83,55,M,NA,NA
Western States 100,103,41,M,NA,NA
Western States 100,66,32,F,NA,NA
Western States 100,363,53,M,NA,NA
Western States 100,114,41,M,NA,NA
Western States 100,339,39,M,NA,NA
Western States 100,131,45,F,NA,NA
Western States 100,332,47,M,NA,NA
Western States 100,304,36,F,NA,NA
Western States 100,146,42,M,NA,NA
Western States 100,151,31,M,NA,NA
Western States 100,43,50,M,NA,NA
Western States 100,302,38,M,NA,NA
Western States 100,318,36,F,NA,NA
Western States 100,116,48,M,NA,NA
Western States 100,211,42,F,NA,NA
